lhs	op	rhs	label	est.std	se	z	pvalue	ci.lower	ci.upper
Belong	=~	sbvalued		0.874175840311838	0.00502439555497174	173.986269740809	0	0.86432820598001	0.884023474643665
Belong	=~	sbmyself		0.843848987306898	0.00560208461784667	150.6312462005	0	0.832869103217572	0.854828871396223
Belong	=~	sbcommunity		0.891123986787695	0.00486649281403808	183.114209933101	0	0.881585836141158	0.900662137434233
Gains	=~	pganalyze		0.720997654824003	0.00830241109737147	86.8419602893755	0	0.70472522808831	0.737270081559697
Gains	=~	pgthink		0.775705358178871	0.00759017115638387	102.198664851773	0	0.760828896075864	0.790581820281878
Gains	=~	pgwork		0.746965294883282	0.00792744462067047	94.2252302760467	0	0.731427788937332	0.762502800829232
Gains	=~	pgvalues		0.695277195410564	0.00878262011414535	79.1651222954236	0	0.678063576296942	0.712490814524186
Gains	=~	pgprobsolve		0.76192400989451	0.00776974437254157	98.0629443340715	0	0.746695590755245	0.777152429033774
SupportEnv	=~	SEacademic		0.845951847217893	0.00520909265278946	162.399078612066	0	0.835742213226294	0.856161481209493
SupportEnv	=~	SEwellness		0.831991484941995	0.00545699241558625	152.463375716936	0	0.821295976343538	0.842686993540452
SupportEnv	=~	SEnonacad		0.785759263762159	0.00647243538745098	121.400866401173	0	0.773073523510493	0.798445004013826
SupportEnv	=~	SEactivities		0.76482613690058	0.00684027093379727	111.812257775	0	0.751419452225842	0.778232821575319
SupportEnv	=~	SEdiverse		0.802247791254971	0.00600966221542204	133.492992201165	0	0.790469069753492	0.814026512756449
Satisf	=~	sameinst		0.878447313641098	0.00898577751166934	97.7597444962672	0	0.860835513345136	0.89605911393706
Satisf	=~	evalexp		0.86389165121551	0.00901526122865773	95.8254707550093	0	0.846222063896121	0.8815612385349
DevAdj	=~	Belong		0.54358189453728	0.0134912205173095	40.291528393584	0	0.517139588215865	0.570024200858694
DevAdj	=~	Gains		0.318199669594617	0.0152084872161926	20.9225063000236	0	0.288391582391542	0.348007756797692
DevAdj	=~	SupportEnv		0.569009571567992	0.0132768642266706	42.8572260628352	0	0.54298739585609	0.595031747279895
DevAdj	=~	Satisf		0.604168472363908	0.0126924554984938	47.6005980431136	0	0.579291716711483	0.629045228016333
EmoDiss	=~	MHWdacad		0.917576692819872	0.00261389127285727	351.038584637401	0	0.912453560065569	0.922699825574176
EmoDiss	=~	MHWdlonely		0.935969743190093	0.00217552428884444	430.227209132768	0	0.931705793936466	0.94023369244372
EmoDiss	=~	MHWdmental		0.952346213535552	0.00170358460076467	559.024901439051	0	0.949007249073437	0.955685177997668
EmoDiss	=~	MHWdexhaust		0.943533885787486	0.00195166034433709	483.451891885404	0	0.939708701802531	0.947359069772442
EmoDiss	=~	MHWdsleep		0.926276728954289	0.00240011221157323	385.93059294804	0	0.921572595460751	0.930980862447827
EmoDiss	=~	MHWdfinancial		0.878296313763165	0.00356820793212656	246.144936189221	0	0.871302754726847	0.885289872799483
QualEngag	=~	QIadmin		0.899082808507003	0.00318610508572337	282.18868628524	0	0.892838157288025	0.90532745972598
QualEngag	=~	QIstudent		0.911778896701732	0.00286403647076527	318.354499325948	0	0.906165488368623	0.917392305034841
QualEngag	=~	QIadvisor		0.928997555226814	0.0024331212317325	381.813097971006	0	0.924228725242598	0.933766385211029
QualEngag	=~	QIfaculty		0.939407164197949	0.00215222011909898	436.482846648244	0	0.935188890277712	0.943625438118185
QualEngag	=~	QIstaff		0.927142619601794	0.00250035257754332	370.804752869191	0	0.922242018601157	0.932043220602431
EmoDiss	~	x_FASt	a1	0.0585437952933886	0.0172246324099804	3.39884149048469	0.000676719236340828	0.0247841361228857	0.0923034544638915
EmoDiss	~	XZ_c	a1z	0.00362855578002602	0.0196929351007901	0.184256727676945	0.853812058962639	-0.0349688877674072	0.0422259993274592
EmoDiss	~	cohort	g1	0.000899972278258312	0.0143580142865219	0.0626808317848752	0.950020661394283	-0.0272412186128361	0.0290411631693527
EmoDiss	~	hgrades_c		-0.0534692863698662	0.0142234956219729	-3.75922261242623	0.000170442132891413	-0.0813468255231963	-0.0255917472165361
EmoDiss	~	bparented_c		-0.00108168075353486	0.0146213253488743	-0.0739796651620327	0.94102656576474	-0.029738951843571	0.0275755903365013
EmoDiss	~	pell		0.238058013459724	0.0147679465451956	16.1199129974621	0	0.209113370105528	0.26700265681392
EmoDiss	~	hapcl		-0.0213321397873359	0.0150895320043299	-1.41370453246759	0.157448674005423	-0.0509070790593871	0.00824279948471521
EmoDiss	~	hprecalc13		-0.0396748812104612	0.0147345014888127	-2.69265174940493	0.00708862686762401	-0.068553973458686	-0.0107957889622364
EmoDiss	~	hchallenge_c		-0.00804096910093527	0.0142388285190746	-0.56472125429163	0.572263375218403	-0.0359485601803634	0.0198666219784928
EmoDiss	~	cSFcareer_c		-0.00188820189760568	0.0144930220709888	-0.130283517706453	0.896342119885136	-0.0302940031838878	0.0265175993886764
QualEngag	~	x_FASt	a2	-0.00495956142049965	0.0175510062321958	-0.282579890570704	0.777498897300491	-0.0393589015280415	0.0294397786870422
QualEngag	~	XZ_c	a2z	-0.0194152618775803	0.0194779490329921	-0.996781634693382	0.318870514531182	-0.0575913404749516	0.0187608167197911
QualEngag	~	cohort	g2	-0.0186300536295377	0.0144377386351048	-1.29037199663939	0.196921530182665	-0.0469275013725455	0.00966739411347006
QualEngag	~	hgrades_c		0.0408686102923226	0.0145166906039058	2.81528424125307	0.00487341088206605	0.0124164195339562	0.0693208010506891
QualEngag	~	bparented_c		0.00758609141465201	0.0146673486599616	0.517209455541223	0.605009952105421	-0.0211613837075645	0.0363335665368685
QualEngag	~	pell		-0.236358405145434	0.0148010786252568	-15.9689986878462	0	-0.265367986183283	-0.207348824107586
QualEngag	~	hapcl		0.0641047604816274	0.0148097844982985	4.32854107289626	1.50100342772852e-05	0.0350781162461628	0.0931314047170921
QualEngag	~	hprecalc13		0.0471360427655937	0.0146104108698876	3.22619556598111	0.00125447608117257	0.0185001636612814	0.075771921869906
QualEngag	~	hchallenge_c		0.000466039903608066	0.0144675175081801	0.0322128453167285	0.97430231241455	-0.0278897733581275	0.0288218531653437
QualEngag	~	cSFcareer_c		-0.0113176848978454	0.0144312842400428	-0.784246551422078	0.432895454876655	-0.0396024822589898	0.016967112463299
DevAdj	~	x_FASt	c	0.055235325111204	0.018006661719685	3.06749390703666	0.00215861861289124	0.0199429166588254	0.0905277335635826
DevAdj	~	XZ_c	cz	-0.0341523398589618	0.0181444930867845	-1.88224271108662	0.0598030689719882	-0.0697148928267955	0.00141021310887182
DevAdj	~	EmoDiss	b1	-0.586255336096811	0.0157857287562727	-37.1383130388488	0	-0.617194795928824	-0.555315876264799
DevAdj	~	QualEngag	b2	0.443806229942778	0.016377115107166	27.0991702164068	0	0.411707674162065	0.47590478572349
DevAdj	~	cohort	g3	-0.00838092242764805	0.0150818746831204	-0.555695005013401	0.578419371811637	-0.0379408536259104	0.0211790087706143
DevAdj	~	hgrades_c		0.0341288724679093	0.0157354923186343	2.16891037006152	0.0300894892959047	0.00328787424437943	0.0649698706914391
DevAdj	~	bparented_c		0.00982225754740019	0.014947222212412	0.657129291838847	0.511097785781867	-0.0194737596578445	0.0391182747526449
DevAdj	~	pell		-0.13724621049227	0.0165994903709206	-8.26809784068437	2.22044604925031e-16	-0.169780613780994	-0.104711807203546
DevAdj	~	hapcl		0.052100053538685	0.0155786622046334	3.34432140926641	0.000824841167871959	0.0215664366902882	0.0826336703870818
DevAdj	~	hprecalc13		0.078318672636691	0.0152156426547149	5.14724710706994	2.64337014277416e-07	0.0484965610318185	0.108140784241564
DevAdj	~	hchallenge_c		0.012787625096993	0.0152257979187296	0.839865678321046	0.400983703272308	-0.0170543904596019	0.0426296406535878
DevAdj	~	cSFcareer_c		0.00181245106487183	0.0150246246990582	0.120632035819533	0.903982493215786	-0.0276352722265131	0.0312601743562568
sbvalued	~~	sbvalued		0.235816600215093	0.00878441045541904	26.8448977210097	0	0.218599472097054	0.253033728333131
sbmyself	~~	sbmyself		0.287918886621123	0.00945462696879937	30.4526966078373	0	0.269388158275016	0.306449614967231
sbcommunity	~~	sbcommunity		0.205898040171603	0.00867329688986684	23.7393049939473	0	0.188898690640241	0.222897389702966
pganalyze	~~	pganalyze		0.480162381738287	0.0119720378964272	40.1069881245181	0	0.456697618639741	0.503627144836833
pgthink	~~	pgthink		0.398281197292589	0.0117754726115647	33.8229479555188	0	0.375201695072984	0.421360699512194
pgwork	~~	pgwork		0.442042848239931	0.0118430517686783	37.3250794536774	0	0.418830893306279	0.465254803173584
pgvalues	~~	pgvalues		0.51658962154202	0.0122127108935324	42.2993409117379	0	0.492653148037097	0.540526095046944
pgprobsolve	~~	pgprobsolve		0.419471803146271	0.0118399096870454	35.4286319941473	0	0.396266006579456	0.442677599713087
SEacademic	~~	SEacademic		0.284365472188634	0.00881328264591426	32.2655568433928	0	0.26709175561707	0.301639188760198
SEwellness	~~	SEwellness		0.307790168984014	0.00908034229661862	33.8963178842531	0	0.289993025115346	0.325587312852682
SEnonacad	~~	SEnonacad		0.382582379411949	0.0101715518825052	37.6129801854505	0	0.362646504055359	0.40251825476854
SEactivities	~~	SEactivities		0.415040980313734	0.0104632357988893	39.6665991564284	0	0.394533414986161	0.435548545641308
SEdiverse	~~	SEdiverse		0.356398481426521	0.00964247646013309	36.9613016842773	0	0.337499574842885	0.375297388010157
sameinst	~~	sameinst		0.228330317156738	0.0157870641200035	14.4631272427293	0	0.197388240059906	0.259272394253569
evalexp	~~	evalexp		0.253691214960139	0.0155764176444038	16.2868780711773	0	0.223161997368953	0.284220432551325
MHWdacad	~~	MHWdacad		0.158053012793745	0.00479689157794036	32.9490484047189	0	0.148651278063239	0.167454747524252
MHWdlonely	~~	MHWdlonely		0.12396063983267	0.00407244980560483	30.4388379844647	0	0.115978784884838	0.131942494780503
MHWdmental	~~	MHWdmental		0.0930366895644958	0.00324480484383445	28.6725069895275	0	0.0866769889337192	0.0993963901952724
MHWdexhaust	~~	MHWdexhaust		0.109743806370767	0.00368291554869808	29.79807842989	0	0.102525424537216	0.116962188204317
MHWdsleep	~~	MHWdsleep		0.142011421397743	0.00444633643631077	31.9389734519444	0	0.133296762119426	0.15072608067606
MHWdfinancial	~~	MHWdfinancial		0.228595585230036	0.00626788772053792	36.4709125980351	0	0.21631075103864	0.240880419421431
QIadmin	~~	QIadmin		0.191650103447161	0.0057291445053589	33.4517838165709	0	0.180421186554432	0.20287902033989
QIstudent	~~	QIstudent		0.168659243529371	0.00522273589710021	32.2932744163868	0	0.15842286927029	0.178895617788452
QIadvisor	~~	QIadvisor		0.136963542382603	0.00452072726731433	30.2967939191718	0	0.128103079754739	0.145824005010467
QIfaculty	~~	QIfaculty		0.117514179853569	0.00404362196158821	29.0616138130313	0	0.109588826441761	0.125439533265377
QIstaff	~~	QIstaff		0.140406562917924	0.00463636679088143	30.2837478678495	0	0.131319450988678	0.149493674847169
Belong	~~	Belong		0.704518723931262	0.014667166291637	48.0337312554347	0	0.675771606244393	0.73326584161813
Gains	~~	Gains		0.898748970269876	0.00967867175097053	92.8587096860429	0	0.879779122219789	0.917718818319964
SupportEnv	~~	SupportEnv		0.67622810746401	0.0151093259023072	44.7556768472873	0	0.64661437286481	0.705841842063211
Satisf	~~	Satisf		0.634980457001462	0.0153367637653446	41.4025062077492	0	0.604920952381988	0.665039961620936
DevAdj	~~	DevAdj		0.289388175818102	0.0186221347872347	15.5400108056609	0	0.252889462319872	0.325886889316333
EmoDiss	~~	EmoDiss		0.928437235123635	0.00749188833798265	123.925663763114	0	0.913753403804993	0.943121066442276
QualEngag	~~	QualEngag		0.925831528964131	0.00742413226878825	124.705688886554	0	0.911280497100845	0.940382560827418
