lhs	op	rhs	group	est.std	se	z	pvalue	ci.lower	ci.upper
Belong	=~	sbvalued	1	0.859909055435013	0.00737586713375981	116.584130359284	0	0.845452621498091	0.874365489371934
Belong	=~	sbmyself	1	0.823851366167975	0.00837461991914933	98.3747768999241	0	0.807437412742231	0.84026531959372
Belong	=~	sbcommunity	1	0.879589539657788	0.00718551585597562	122.411467358506	0	0.865506187369735	0.893672891945842
Gains	=~	pganalyze	1	0.724654872370738	0.0106906967173645	67.7836900184165	0	0.703701491835063	0.745608252906413
Gains	=~	pgthink	1	0.762901130806789	0.0102555314650526	74.3892340837236	0	0.742800658492969	0.783001603120609
Gains	=~	pgwork	1	0.74783835729333	0.0102368347073899	73.0536712440484	0	0.727774529951156	0.767902184635504
Gains	=~	pgvalues	1	0.688185840125373	0.0116586583125134	59.0278762511405	0	0.665335289724788	0.711036390525958
Gains	=~	pgprobsolve	1	0.764814836171452	0.0101738365883885	75.1746727526905	0	0.744874482873615	0.78475518946929
SupportEnv	=~	SEacademic	1	0.836508130882297	0.0073534607706013	113.757067179389	0	0.82209561261019	0.850920649154403
SupportEnv	=~	SEwellness	1	0.811588518268953	0.00804286795387122	100.907850647768	0	0.795824786746954	0.827352249790952
SupportEnv	=~	SEnonacad	1	0.764254025566475	0.00965378462416678	79.1662602098333	0	0.745332955388602	0.783175095744349
SupportEnv	=~	SEactivities	1	0.74595751338468	0.00976900809255896	76.3595962166185	0	0.726810609358585	0.765104417410776
SupportEnv	=~	SEdiverse	1	0.786428028725461	0.00863901754731883	91.0321138275189	0	0.769495865470907	0.803360191980016
Satisf	=~	sameinst	1	0.852051315844215	0.0158328236274569	53.8154997423584	0	0.821019551760825	0.883083079927605
Satisf	=~	evalexp	1	0.858798391145196	0.0157550086080491	54.5095475673965	0	0.827919141697301	0.88967764059309
DevAdj	=~	Belong	1	0.465943076986493	0.0220723162359373	21.1098405806575	0	0.422682132108677	0.509204021864308
DevAdj	=~	Gains	1	0.312818520687741	0.0225568201680642	13.8680238773472	0	0.268607965552589	0.357029075822894
DevAdj	=~	SupportEnv	1	0.484409440941084	0.021877513948185	22.1418869661501	0	0.441530301531369	0.527288580350799
DevAdj	=~	Satisf	1	0.54283538888747	0.0208614482424554	26.0209829432042	0	0.501947701666911	0.583723076108029
EmoDiss	=~	MHWdacad	1	0.901898869732267	0.0041040823808693	219.756521929571	0	0.893855016076178	0.909942723388357
EmoDiss	=~	MHWdlonely	1	0.92169127227948	0.00344082705696735	267.869107345324	0	0.914947375170793	0.928435169388167
EmoDiss	=~	MHWdmental	1	0.942232521004083	0.00275283066951796	342.277689447959	0	0.936837072036291	0.947627969971876
EmoDiss	=~	MHWdexhaust	1	0.931369356700663	0.0031088210815242	299.589243728374	0	0.925276179346497	0.93746253405483
EmoDiss	=~	MHWdsleep	1	0.915194636678631	0.00379136262571657	241.389370267809	0	0.907763702479896	0.922625570877367
EmoDiss	=~	MHWdfinancial	1	0.855428032919941	0.00558838684951618	153.072443972629	0	0.844474995963212	0.86638106987667
QualEngag	=~	QIadmin	1	0.884488001401511	0.00472872583874062	187.045735270851	0	0.875219869064815	0.893756133738206
QualEngag	=~	QIstudent	1	0.899205542217503	0.00418641252103962	214.791432449233	0	0.891000324451838	0.907410759983168
QualEngag	=~	QIadvisor	1	0.91943054603583	0.00360012104121865	255.388787073837	0	0.912374438455057	0.926486653616603
QualEngag	=~	QIfaculty	1	0.930787533499627	0.00322733722481845	288.407274685088	0	0.924462068773017	0.937112998226236
QualEngag	=~	QIstaff	1	0.920241650985632	0.00353274491378935	260.489130532368	0	0.913317598188038	0.927165703783227
sbvalued	~~	sbvalued	1	0.260556416380864	0.0126851498157623	20.5402711174213	0	0.235693979603475	0.285418853158253
sbmyself	~~	sbmyself	1	0.32126892646316	0.0137988841562594	23.2822395510457	0	0.294223610490052	0.348314242436269
sbcommunity	~~	sbcommunity	1	0.2263222417246	0.0126406090732254	17.9043778993199	0	0.201547103198428	0.251097380250772
