lhs	op	rhs	label	est.std	se	z	pvalue	ci.lower	ci.upper
Belong	=~	sbvalued		0.877553182286137	0.00533072139284652	164.621843389481	0	0.86710516034454	0.888001204227733
Belong	=~	sbmyself		0.856498877114358	0.00559516016350009	153.078527170984	0	0.845532564706165	0.867465189522552
Belong	=~	sbcommunity		0.899871051160593	0.00494011341973619	182.155949611507	0	0.890188606778367	0.909553495542819
Gains	=~	pganalyze		0.713136756749982	0.00934019491803005	76.3513784250223	0	0.694830311102059	0.731443202397905
Gains	=~	pgthink		0.78483094895763	0.00794016876092606	98.843106814029	0	0.769268504155045	0.800393393760215
Gains	=~	pgwork		0.749214848441212	0.00880226671740728	85.1161266176554	0	0.731962722692778	0.766466974189646
Gains	=~	pgvalues		0.71185233170387	0.00935833378164723	76.0661404383647	0	0.693510334536537	0.730194328871203
Gains	=~	pgprobsolve		0.765861946982958	0.00826180683477023	92.6990865678182	0	0.749669103139581	0.782054790826334
SupportEnv	=~	SEacademic		0.853738910214918	0.00574608819028085	148.577411613515	0	0.842476784309976	0.865001036119859
SupportEnv	=~	SEwellness		0.828305153841807	0.00625934810619988	132.330897689069	0	0.816037056986956	0.840573250696658
SupportEnv	=~	SEnonacad		0.771236863763209	0.00741288564767902	104.040032508081	0	0.756707874872244	0.785765852654174
SupportEnv	=~	SEactivities		0.739762297734476	0.00791516416476541	93.4613966729269	0	0.724248861039814	0.755275734429139
SupportEnv	=~	SEdiverse		0.79444259972072	0.00702112686875339	113.150298316967	0	0.780681443927077	0.808203755514363
Satisf	=~	sameinst		0.893210037574259	0.0088442603202461	100.993187132851	0	0.87587560587668	0.910544469271838
Satisf	=~	evalexp		0.868308776124387	0.00908499101121447	95.5761843960606	0	0.850502520942537	0.886115031306238
DevAdj	=~	Belong		0.540767447647117	0.0132119666124438	40.9301252046604	0	0.514872468921782	0.566662426372453
DevAdj	=~	Gains		0.28413154531567	0.0167011641610385	17.0126790309929	0	0.251397865060144	0.316865225571197
DevAdj	=~	SupportEnv		0.548412438244943	0.0144142088951094	38.0466553687183	0	0.520161107944892	0.576663768544994
DevAdj	=~	Satisf		0.609033092246171	0.0146052775838177	41.6995218852236	0	0.580407274197678	0.637658910294664
