lhs	op	rhs	label	est	se	z	pvalue	std.lv	std.all	std.nox
Belong	=~	sbvalued		1	0	NA	NA	0.538501357935542	0.827231411388116	0.827231411388116
Belong	=~	sbmyself		0.922826699484107	0.0799227402243094	11.5464847288034	0	0.496943430811366	0.722502753593415	0.722502753593415
Belong	=~	sbcommunity		0.970870069585534	0.0699237589626498	13.8846950448435	0	0.522814850850784	0.86853095855001	0.86853095855001
Gains	=~	pganalyze		1	0	NA	NA	0.548076509012671	0.757544909454354	0.757544909454354
Gains	=~	pgthink		0.925776620136173	0.074128040414464	12.4888856492089	0	0.507396418089784	0.797564287797712	0.797564287797712
Gains	=~	pgwork		0.984756442723882	0.0802500227416555	12.2711048430984	0	0.539721873355842	0.775410897693378	0.775410897693378
Gains	=~	pgvalues		0.887919119131702	0.0832448055851528	10.6663606562626	0	0.486647611099309	0.666740781323262	0.666740781323262
Gains	=~	pgprobsolve		0.974669469495866	0.08153327030953	11.9542545735706	0	0.534193440282527	0.81029780785646	0.81029780785646
SupportEnv	=~	SEacademic		1	0	NA	NA	0.604736893690633	0.82216758873248	0.82216758873248
SupportEnv	=~	SEwellness		0.967701466013071	0.0790566207250776	12.2406125778926	0	0.585204778576616	0.801842250921583	0.801842250921583
SupportEnv	=~	SEnonacad		0.929343380000176	0.0743539064497841	12.4989180040973	0	0.56200822879326	0.768691897161933	0.768691897161933
SupportEnv	=~	SEactivities		1.0213587957933	0.0781259768815736	13.0732291173974	0	0.617653345511648	0.763050747907462	0.763050747907462
SupportEnv	=~	SEdiverse		0.965463670923688	0.0762931697083713	12.6546540747245	0	0.583851501325546	0.764132045596299	0.764132045596299
Satisf	=~	sameinst		1	0	NA	NA	0.494976337310463	0.790445044045667	0.790445044045667
Satisf	=~	evalexp		1.12948506124229	0.21365143275917	5.28657845470879	1.24625379793741e-07	0.559068378660592	0.875891322319153	0.875891322319153
DevAdj	=~	Belong		1	0	NA	NA	0.126260012062222	0.126260012062222	0.126260012062222
DevAdj	=~	Gains		1.42762058895657	0.955962698478428	1.49338524529133	0.135336372944777	0.177102317261694	0.177102317261694	0.177102317261694
DevAdj	=~	SupportEnv		1.24341485462013	0.933403920028016	1.33212945429114	0.182817653047584	0.139798404827668	0.139798404827668	0.139798404827668
DevAdj	=~	Satisf		2.29947256849876	1.52793063138245	1.50495874699379	0.1323346830696	0.315861304474994	0.315861304474994	0.315861304474994
EmoDiss	=~	MHWdacad		1	0	NA	NA	0.873333356463825	0.883301020473223	0.883301020473223
EmoDiss	=~	MHWdlonely		0.976274209804236	0.0433156455009848	22.538604666114	0	0.852612832477402	0.889307613760581	0.889307613760581
EmoDiss	=~	MHWdmental		0.983373968723419	0.0440533640218926	22.3223354346952	0	0.858813288764377	0.925166907867446	0.925166907867446
EmoDiss	=~	MHWdexhaust		0.986897472522033	0.0442608630547005	22.2972939163513	0	0.861890482163333	0.922259197429697	0.922259197429697
EmoDiss	=~	MHWdsleep		0.932038836233717	0.044581172740403	20.9065571617193	0	0.81398060520263	0.880561488604431	0.880561488604431
EmoDiss	=~	MHWdfinancial		1.03683868355607	0.0593963283887801	17.4562756938344	0	0.905505807621558	0.82370417925516	0.82370417925516
QualEngag	=~	QIadmin		1	0	NA	NA	0.903704323706444	0.871521819767016	0.871521819767016
